timestamp,gas_ohms,temp_c,humidity_percent,pressure_hpa
2026-02-14 13:17:03,5684.00,22.97,65.40,1013.73
2026-02-14 13:17:04,5684.00,22.78,65.34,1013.72
2026-02-14 13:17:05,5684.00,22.69,65.26,1013.73
2026-02-14 13:17:06,5684.00,22.73,65.15,1013.73
2026-02-14 13:17:07,5684.00,22.78,65.04,1013.73
2026-02-14 13:17:08,5684.00,22.83,64.92,1013.74
2026-02-14 13:17:09,5684.00,22.86,64.83,1013.75
2026-02-14 13:17:10,5684.00,22.89,64.76,1013.75
2026-02-14 13:17:11,5684.00,22.91,64.68,1013.76
2026-02-14 13:17:12,5684.00,22.93,64.63,1013.77
2026-02-14 13:17:13,5684.00,22.94,64.61,1013.78
2026-02-14 13:17:14,5684.00,22.96,64.57,1013.78
2026-02-14 13:17:15,5684.00,22.97,64.55,1013.78
2026-02-14 13:17:16,5684.00,22.98,64.53,1013.79
2026-02-14 13:17:17,5684.00,22.99,64.53,1013.80
2026-02-14 13:17:18,5684.00,23.00,64.52,1013.79
2026-02-14 13:17:19,5684.00,23.01,64.51,1013.80
2026-02-14 13:17:20,5684.00,23.02,64.51,1013.80
2026-02-14 13:17:21,5684.00,23.03,64.53,1013.80
2026-02-14 13:17:22,5684.00,23.03,64.52,1013.81
2026-02-14 13:17:23,5684.00,23.04,64.54,1013.82
2026-02-14 13:17:24,5684.00,23.05,64.55,1013.82
2026-02-14 13:17:25,5684.00,23.06,64.56,1013.82
2026-02-14 13:17:26,5684.00,23.06,64.58,1013.83
2026-02-14 13:17:27,5684.00,23.07,64.60,1013.83
2026-02-14 13:17:28,5684.00,23.08,64.60,1013.83
2026-02-14 13:17:29,5684.00,23.09,64.62,1013.84
2026-02-14 13:17:30,5684.00,23.09,64.63,1013.85
2026-02-14 13:17:32,5684.00,23.10,64.65,1013.85
2026-02-14 13:17:33,5684.00,23.11,64.66,1013.84
2026-02-14 13:17:34,5684.00,23.11,64.70,1013.85
2026-02-14 13:17:35,5684.00,23.12,64.70,1013.85
2026-02-14 13:17:36,5684.00,23.13,64.71,1013.86
2026-02-14 13:17:37,5684.00,23.14,64.73,1013.86
2026-02-14 13:17:38,5684.00,23.14,64.74,1013.87
2026-02-14 13:17:39,5684.00,23.15,64.76,1013.86
2026-02-14 13:17:40,5684.00,23.16,64.77,1013.87
2026-02-14 13:17:41,5684.00,23.17,64.78,1013.88
2026-02-14 13:17:42,5684.00,23.17,64.80,1013.89
2026-02-14 13:17:43,5684.00,23.18,64.84,1013.89
2026-02-14 13:17:44,5684.00,23.19,64.84,1013.88
2026-02-14 13:17:45,5684.00,23.20,64.86,1013.90
2026-02-14 13:17:46,5684.00,23.21,64.88,1013.89
2026-02-14 13:17:47,5684.00,23.22,64.90,1013.89
2026-02-14 13:17:48,5684.00,23.22,64.92,1013.89
2026-02-14 13:17:49,5684.00,23.23,64.93,1013.90
2026-02-14 13:17:50,5684.00,23.24,64.95,1013.91
2026-02-14 13:17:51,5684.00,23.25,64.94,1013.89
2026-02-14 13:17:52,5684.00,23.26,64.96,1013.89
2026-02-14 13:17:53,5684.00,23.27,64.99,1013.89
2026-02-14 13:17:54,5684.00,23.27,65.01,1013.90
2026-02-14 13:17:55,5684.00,23.28,65.03,1013.90
2026-02-14 13:17:56,5684.00,23.29,65.03,1013.90
2026-02-14 13:17:57,5684.00,23.30,65.05,1013.90
2026-02-14 13:17:58,5684.00,23.30,65.07,1013.90
2026-02-14 13:17:59,5684.00,23.31,65.07,1013.90
2026-02-14 13:18:00,5684.00,23.32,65.11,1013.91
2026-02-14 13:18:01,5684.00,23.33,65.10,1013.91
2026-02-14 13:18:02,5684.00,23.34,65.12,1013.92
2026-02-14 13:18:03,5684.00,23.34,65.14,1013.92
2026-02-14 13:18:04,5684.00,23.35,65.16,1013.93
2026-02-14 13:18:05,5684.00,23.36,65.17,1013.94
2026-02-14 13:18:06,5684.00,23.36,65.18,1013.95
2026-02-14 13:18:07,5684.00,23.37,65.19,1013.94
2026-02-14 13:18:08,5684.00,23.38,65.21,1013.94
2026-02-14 13:18:09,5684.00,23.39,65.22,1013.93
2026-02-14 13:18:10,5684.00,23.39,65.24,1013.93
2026-02-14 13:18:11,5684.00,23.40,65.24,1013.92
2026-02-14 13:18:12,5684.00,23.40,65.26,1013.93
2026-02-14 13:18:13,5684.00,23.41,65.29,1013.93
2026-02-14 13:18:14,5684.00,23.41,65.29,1013.93
2026-02-14 13:18:15,5684.00,23.42,65.31,1013.93
2026-02-14 13:18:16,5684.00,23.42,65.32,1013.93
2026-02-14 13:18:17,5684.00,23.42,65.33,1013.94
2026-02-14 13:18:18,5684.00,23.42,65.35,1013.94
2026-02-14 13:18:19,5684.00,23.41,65.35,1013.95
2026-02-14 13:18:20,5684.00,23.41,65.35,1013.95
2026-02-14 13:18:21,5684.00,23.41,65.37,1013.94
2026-02-14 13:18:22,5684.00,23.40,65.38,1013.95
2026-02-14 13:18:23,5684.00,23.39,65.39,1013.95
2026-02-14 13:18:24,5684.00,23.38,65.39,1013.94
2026-02-14 13:18:25,5684.00,23.37,65.39,1013.95
2026-02-14 13:18:26,5684.00,23.36,65.41,1013.95
2026-02-14 13:18:27,5684.00,23.36,65.43,1013.95
2026-02-14 13:18:28,5684.00,23.36,65.46,1013.98
2026-02-14 13:18:29,5684.00,23.37,65.46,1013.99
2026-02-14 13:18:30,5684.00,23.37,65.47,1013.99
2026-02-14 13:18:31,5684.00,23.37,65.49,1014.00
2026-02-14 13:18:32,5684.00,23.37,65.50,1014.01
2026-02-14 13:18:33,5684.00,23.37,65.51,1014.01
2026-02-14 13:18:34,5684.00,23.37,65.52,1014.01
2026-02-14 13:18:35,5684.00,23.37,65.53,1014.02
2026-02-14 13:18:36,5684.00,23.37,65.55,1014.01
2026-02-14 13:18:37,5684.00,23.38,65.54,1014.01
2026-02-14 13:18:38,5684.00,23.38,65.57,1014.04
2026-02-14 13:18:39,5684.00,23.38,65.59,1014.06
2026-02-14 13:18:40,5684.00,23.39,65.58,1014.06
2026-02-14 13:18:41,5684.00,23.38,65.60,1014.05
2026-02-14 13:18:42,5684.00,23.39,65.61,1014.05
2026-02-14 13:18:43,5684.00,23.39,65.61,1014.05
2026-02-14 13:18:44,5684.00,23.39,65.62,1014.05
2026-02-14 13:18:45,5684.00,23.39,65.64,1014.03
2026-02-14 13:18:46,5684.00,23.39,65.65,1014.02
2026-02-14 13:18:47,5684.00,23.40,65.66,1014.02
2026-02-14 13:18:48,5684.00,23.40,65.68,1014.01
2026-02-14 13:18:49,5684.00,23.40,65.68,1014.02
2026-02-14 13:18:50,5684.00,23.40,65.69,1014.03
2026-02-14 13:18:51,5684.00,23.40,65.70,1014.03
2026-02-14 13:18:52,5684.00,23.40,65.68,1014.04
2026-02-14 13:18:53,5684.00,23.40,65.71,1014.05
2026-02-14 13:18:54,5684.00,23.40,65.72,1014.05
2026-02-14 13:18:55,5684.00,23.40,65.73,1014.04
2026-02-14 13:18:56,5684.00,23.41,65.74,1014.04
2026-02-14 13:18:57,5684.00,23.41,65.76,1014.05
2026-02-14 13:18:58,5684.00,23.41,65.77,1014.05
2026-02-14 13:18:59,5684.00,23.41,65.76,1014.05
2026-02-14 13:19:00,5684.00,23.41,65.79,1014.05
2026-02-14 13:19:01,5684.00,23.41,65.80,1014.04
2026-02-14 13:19:02,5684.00,23.41,65.80,1014.04
2026-02-14 13:19:03,5684.00,23.41,65.81,1014.04
2026-02-14 13:19:04,5684.00,23.42,65.81,1014.05
2026-02-14 13:19:05,5684.00,23.42,65.81,1014.05
2026-02-14 13:19:06,5684.00,23.42,65.82,1014.05
